symbol;name;issue_date;EPS;QuoteLast;Price200DayAverage;Price52WeekPercChange;PriceToBook;MarketCap;PE;DividendRecentQuarter;DividendNextQuarter;DPSRecentYear;IAD;DividendPerShare;DividendYield;Dividend;BookValuePerShareYear;CashPerShareYear;CurrentRatioYear;LTDebtToAssetsYear;LTDebtToAssetsQuarter;TotalDebtToAssetsYear;TotalDebtToAssetsQuarter;LTDebtToEquityYear;LTDebtToEquityQuarter;TotalDebtToEquityYear;TotalDebtToEquityQuarter;AINTCOV;ReturnOnInvestmentTTM;ReturnOnInvestment5Years;ReturnOnInvestmentYear;ReturnOnAssetsTTM;ReturnOnAssets5Years;ReturnOnAssetsYear;ReturnOnEquityTTM;ReturnOnEquity5Years;ReturnOnEquityYear;Beta;Float;InstitutionalPercentHeld;GrossMargin;EBITDMargin;OperatingMargin;NetProfitMarginPercent;NetIncomeGrowthRate5Years;RevenueGrowthRate5Years;RevenueGrowthRate10Years;EPSGrowthRate5Years;EPSGrowthRate10Years;Volume;AverageVolume;LGD
CYA;Century Australia Investments Limited;31/07/2016;0.07;0.92;0.85;16.67;0.96;74910000;13.4;0.02;0.02;0.04;0.04;0.04;3.85;2.99;0.94;0.04;15.5;0;0;0;0;0;0;0;0;52.94;7.11;3.21;7.11;6.74;3.11;6.74;7.22;3.29;7.22;0.66;48.27;0;82.71;76.81;75.36;169.04;20.65;8.71;11.47;33.76;1.07;30000;47397;0.158508
COB;Cobalt Blue Holdings Ltd;31/03/2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16041
DGIDA;DIGISLIDE DEF SET;31/05/2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.163676
PRM;Plentex Limited;31/12/2015;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02;0;0.67;0;0;0;0;0;0;0;0;3.85;120.95;83.51;120.95;26.67;60.04;26.67;120.95;94.27;120.95;0;9.61;0;0;607.49;444.46;291.25;0;60.41;3.96;0;0;0;0;0.160931
GSZ;Global Strategic Metals NL;31/05/2011;0.01;0;0.02;45;0.4;0;0;0;0;0;0;0;0;0;0.07;0;0.02;0;0;24.63;19.57;0;0;34.43;27.48;2.5;15.92;58.62;19.53;12.74;42.18;14.68;16.98;61.96;20.81;3.94;158.22;0;0;13644.98;15397.95;23452.87;0;0.04;17.51;0;0;0;295595;0.167306
CTN;Contango Microcap Ltd;31/08/2014;0.1;1.12;1.06;18.72;1.01;187770000;11.43;0.04;0.04;0.06;0.06;0.06;5.68;8.25;1.1;0.06;0;11.52;11.52;11.52;11.52;14.6;14.6;14.6;14.6;0;7.42;1.43;7.42;7.25;1.4;7.25;9.07;1.62;9.07;0.91;150.4;0;88.26;78.13;77.73;52.25;17.85;14.59;0.75;19.29;11.7;86260;147352;0.16269
XST;Xstate Resources Limited;31/07/2014;0.01;0.02;0.02;280;0;12440000;0;0;0;0;0;0;0;0;0;0;0.71;0;0;24.76;0.96;0;0;0;1.03;408.24;97.17;49.29;228.04;90.69;46.78;184.21;99.04;49.59;253.49;3.98;421.42;0;32.48;1985.48;4152;4192.48;0;120.18;5.84;0;0;624102;7300000;0.163149
RIO;Rio Tinto Limited;31/08/2013;0.01;67.23;51.58;65.37;2.36;1.12E+11;6318.61;0.59;0.59;2.84;2.11;2.01;3.26;5378.04;27.4;6.95;1.52;22.78;23.01;25.45;24.19;55.84;55.47;62.38;58.32;1.73;0.99;2.14;2.12;0.81;1.72;1.72;0.1;5.09;2.07;1.1;410.62;0;0;29.21;7.36;2.4;0;8.79;6.23;0;0;6190000;1820000;0.165235
SFH;Specialty Fashion Group Ltd.;31/12/2013;0.01;0.55;0.56;0;1.76;104770000;0;0;0;0;0;0;0;0;0.29;0.1;1.02;14.59;14.59;14.59;14.59;57.98;57.98;57.98;57.98;1.29;1.97;3.21;1.97;1;1.65;1;3.62;5.21;3.62;0.46;96.07;0;55.56;3.04;0.21;0.27;0;7.7;4.88;0;0;120437;78933;0.165631
BABN;BULLABULLI DEF X AZX;30/09/2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.156475
BENPC;Bendigo and Adelaide Bank Ltd;31/01/2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.170782
CBS;Cabral Resources Ltd;31/07/2018;0.05;0.03;0.01;50;0.42;1760000;0;0;0;0;0;0;0;0;0.01;0;2.58;0;0;0;0;0;0;0;0;28.79;124.15;30.97;124.15;118.87;30.06;118.87;124.97;31.06;124.97;1.15;168.71;0;0;1060.84;8424.18;8465.41;0;85.66;24.31;0;0;0;0;0.158257
VRC;Volt Resources Ltd;31/08/2017;0.01;0.05;0.07;41.03;2.81;50440000;0;0;0;0;0;0;0;0;0.02;0.01;7.06;0;0;0;0;0;0;0;0;79.76;34.94;54.59;34.94;33.48;53.52;33.48;35;58.91;35;0.93;719.11;0;0;13330.37;13330.37;13803.24;0;36.1;10.97;0;0;1920000;2300000;0.160662
QTM;Quantum Energy Limited;28/02/2018;0;0.01;0.02;48.39;0.64;12220000;0;0;0;0;0;0;0;0;0.02;0.01;1.04;5.98;5.98;26.43;26.43;15.8;15.8;69.86;69.86;0.38;1.45;3.84;1.45;0.74;2.22;0.74;2.48;4.9;2.48;0.67;78.37;0;37.48;0.19;2.47;0.82;0;5.98;17.35;0;0;5000;32002;0.159456
QHL;Quickstep Holdings Limited;30/06/2016;0.01;0.1;0.12;31.03;3.95;56250000;0;0;0;0;0;0;0;0;0.03;0.02;1.94;24.88;24.88;30.38;30.38;68.61;68.61;83.78;83.78;0.57;30.8;55.77;30.8;17.85;34.79;17.85;89.01;138.74;89.01;0.72;459.64;0;20.84;4.35;4.35;11.54;0;154.28;53.53;0;0;125922;246600;0.164002
CZN;Corazon Mining Ltd;31/07/2019;0;0.02;0.01;350;5.21;15450000;0;0;0;0;0;0;0;0;0;0;5.22;0;0;0;0;0;0;0;0;0;46.4;125.26;46.4;43.33;109.82;43.33;46.4;125.28;46.4;2.16;794.87;0;0;2440.63;4959.02;4777.17;0;41.66;15.63;0;0;3050000;5690000;0.159341
ROYN;ROYAL RES DEF X OPT;31/12/2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.173894
SIT;Site Group International Ltd;30/06/2013;0.02;0.12;0.18;50.85;1.54;63960000;6.56;0;0;0;0;0;0;0;0.09;0.01;1.29;0.1;0.1;6.19;6.19;0.19;0.19;11.36;11.36;32.34;22.7;7.73;22.7;14.36;5.71;14.36;24.36;9.44;24.36;0.66;277.35;0;88.45;24.64;15.71;13.92;0;130.92;11.29;0;0;193776;55923;0.16937
GRVCA;Greenvale Energy Ltd;31/08/2019;0.02;0.01;0;0;0;4010000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.160004
SRV;Servcorp Limited;30/09/2012;0.4;7.4;7.41;2.8;2.75;728400000;18.34;0.11;0.11;0.22;0.22;0.22;3.02;21.66;2.65;1.17;1.65;0.24;0.24;0.4;0.4;0.36;0.36;0.6;0.6;0;14.06;11.23;14.06;10.4;8.63;10.4;15.8;12.38;15.8;0.21;48.93;0;75.33;20.42;13.2;12.34;73.96;12.85;8.57;73.97;2.52;27258;43296;0.171558
CDDN;CARDNO DEF;31/12/2014;0;6.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.168767
PHL;Pearl Healthcare Limited;31/01/2012;0.04;0.04;0.05;0;0;888085;0;0;0;0;0;0;0;0;0.01;0.01;0.87;40.04;40.27;57.12;51.12;0;1284.55;0;1630.89;0.21;30.1;39.77;28.79;13.96;14.05;12.27;272.42;400.89;523.4;0.72;19.14;0;31.76;2.67;1.26;4.31;0;3.48;32.5;0;0;0;0;0.172641
ANL;Amani Gold Ltd;31/05/2018;0.02;0.04;0.05;115;2.63;52810000;0;0;0;0;0;0;0;0;0.02;0;0.98;0;0;2.41;2.41;0;0;2.57;2.57;21.16;74.34;31.93;74.34;69.19;30.81;69.19;74.16;31.85;74.16;1.09;1206.58;0;0;19008.35;89874.74;90858.71;0;56.57;0;0;0;151022;916529;0.163814
IZZ;ISHCHICAP CDI 1:1;30/06/2011;0;48.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2076;1976;0.175612
LCRN;LACONIA DEF;31/01/2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.177691
ESM;Esperance Minerals Ltd;30/11/2016;0.01;0.01;0.01;20;0;2840000;0;0;0;0;0;0;0;0;0.01;0;0.18;0;0;306.59;306.59;0;0;0;0;9.21;0;123.49;0;232.34;57.66;232.34;0;123.49;0;1.25;164.25;0;0;29001.66;30382.87;33533.15;0;19.06;0;0;0;0;0;0.168296
RGM;One North Entertainment Ltd;30/04/2018;0.05;0.01;0;0;0;995118;0;0;0;0;0;0;0;0;0;0;1.89;84.59;84.59;86.32;86.32;0;0;0;0;290.71;2965.34;0;275.24;1639.57;0;152.18;0;0;0;0;163.89;0;0;2638.38;2723.54;2723.71;0;0;0;0;0;0;0;0.165655
HCH;Hot Chili Ltd;30/04/2011;0.03;0.03;0.05;58.33;0.18;16290000;0;0;0;0;0;0;0;0;0.17;0;0.02;0;0;8.19;8.19;0;0;11.54;11.54;2.44;12.59;11.39;12.59;9.68;9.8;9.68;12.47;11.36;12.47;2.21;340.13;0;0;36577.58;37012.41;51304.92;0;29.12;0;0;0;427000;215455;0.177173
TAS;Tasman Resources Ltd;31/05/2018;0.01;0.22;0.17;348.98;3.38;85860000;0;0;0;0;0;0;0;0;0.07;0.03;13.08;0;0;0;0;0;0;0;0;0;18.49;2.15;18.49;14.4;1.84;14.4;10.07;4.15;10.07;1.39;174.28;0;53.95;349.9;367.1;337.81;0;31.32;12.73;0;0;566107;317731;0.165823
CIZ;Corizon Ltd;31/01/2013;0;0.02;0.02;20;4.25;6300000;0;0;0;0;0;0;0;0;0;0;6.46;0;0;0;0;0;0;0;0;7.68;214.38;51.22;116.14;94.6;46.78;96.97;208.6;51.02;112.31;0.15;162.67;0;0;18413;18413;20324.67;0;0;0;0;0;0;0;0.174344
CXZ;Connexion Media Ltd;31/12/2012;0.08;0.1;0.13;51.35;0;10190000;0;0;0;0;0;0;0;0;0.03;0;0.05;106.16;106.16;1030.88;1030.88;0;0;0;0;26.45;0;0;0;932.59;957.6;932.59;0;0;0;0;21.3;0;0;510.41;510.51;529.82;0;195.37;0;0;0;1617;19244;0.177528
PRG;Programmed Maintenance Services Limited;31/08/2015;0.37;1.88;1.73;5.84;0.76;482470000;0;0.04;0.04;0.12;0.08;0.08;4.58;29.85;2.43;0.32;1.67;22.94;14.04;23.03;21.48;52.31;29.8;52.52;45.58;8.65;11.28;0.86;12.99;7.4;0.58;9.12;14.88;1.12;18.81;0.69;238.18;0;80.19;3.48;1.89;2.61;0;12.56;22.79;0;0;312112;632449;0.172678
XRO;XERO FPO NZX;30/04/2014;0;18.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29638;16060;0.174481
NWR;Northwest Resources Limited;31/07/2018;0;0;0.01;25;0.09;0;0;0;0;0;0;0;0;0;0.06;0;0.87;0;13.45;0;13.45;0;16.04;0;16.04;0;0.78;21.27;5.86;0.74;19.84;5.33;0.85;20.18;5.89;0.78;182.17;0;0;3053.56;3053.56;198.6;0;26.04;0;0;0;0;0;0.168448
SMC;Strategic Minerals Corporation NL;30/09/2018;0.02;0.36;0.32;10.18;0.96;22460000;0;0;0;0;0;0;0;0;0.37;0.01;2.74;0;0;0;0;0;0;0;0;0;4.29;5.5;3.51;4.23;5.39;3.45;4.29;5.49;3.51;0.03;9.55;0;0;11172.89;11924.64;11924.64;0;18.12;13.02;0;0;0;2951;0.169193
TOU;TLOU Energy Ltd;31/07/2014;0.02;0.11;0.11;25;0.49;26090000;0;0;0;0;0;0;0;0;0.23;0.01;3.33;0;0;0;0;0;0;0;0;8.26;6.11;7.86;6.11;5.99;7.71;5.99;6.17;8.6;6.17;1.51;192.3;0;0;6384.42;10116.94;11003.52;0;32.65;0;0;0;186927;89910;0.176027
AKI;African Iron Pty Ltd;28/02/2017;0.02;0.56;0.35;77.78;2.11;281020000;0;0;0;0;0;0;0;0;0.27;0.08;16.95;0;0;0;0;0;0;0;0;11.76;15.56;0;10.26;14.5;0;8.86;15.32;0;9.9;1.52;3.14;0;0;568.92;570.1;554.44;0;0;0;0;0;0;0;0.171035
PDY;Padbury Mining Ltd;31/01/2012;0;0.01;0;0;0;24710000;0;0;0;0;0;0;0;0;0;0;0.09;0;0;0;0;0;0;0;0;0;69.45;45.12;69.45;39.39;40.63;39.39;69.45;45.12;69.45;0;2381.79;0;0;67840.09;71980.68;69429.47;0;55.87;27.27;0;0;0;0;0.179702
TEO;Telesso Technologies Ltd.;31/12/2013;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;1.96;0;0;0;0;0;0;0;0;0;136.68;41.48;136.68;110.98;38.41;110.98;136.68;41.48;136.68;0;53.14;0;0;2979.18;2979.18;2979.18;0;46.62;24.32;0;0;0;0;0.178758
GNS;Gunns Ltd;30/06/2012;1.08;0;0.12;0;5.6;0;0;0;0;0;0;0;0;10.94;0.03;0.01;0.54;3.73;3.73;61.96;61.96;139.03;139.03;2308.4;2308.4;10.72;139.69;13.12;139.69;64.17;10.15;64.17;169.54;21.62;169.54;2.11;843.43;0;78.29;219.11;240.87;255.86;0;12.97;3.86;0;0;0;0;0.180943
WBAPA;Webster Limited;30/04/2016;0.23;1.5;0;0;0;448210000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;170;0.174216
ASW;Advanced Share Registry Limited;31/10/2018;0.04;0.8;0.69;26.98;4.85;34200000;18.42;0.02;0.02;0.04;0.04;0.04;5.31;1.58;0.16;0.09;5.47;0;0;0;0;0;0;0;0;0;24.9;20.6;24.9;22.43;18.93;22.43;24.98;20.7;24.98;0.38;10.24;0;0;49.33;44.38;29.95;0.99;1.92;8.15;0.82;0.09;0;2618;0.171002
AZXN;AUZEX DEF;31/08/2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.176517
CYQ;CYCLIQ FPO;30/04/2012;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72126;860370;0.18502
MAU;Magnetic Resources NL;30/04/2012;0.01;0.05;0.07;16.67;10.86;7100000;0;0;0;0;0;0;0;0;0;0;6.21;0;0;0;0;0;0;0;0;0;178.52;133.02;178.52;155.69;109.54;155.69;178.52;133.02;178.52;0.14;75.53;0;0;22679.57;22832.01;22832.01;0;53.82;0;0;0;0;38071;0.185206
INL;Intec Ltd;31/12/2010;0;0.02;0.01;240;3.19;6710000;0;0;0;0;0;0;0;0;0.01;0;1.69;2.87;2.87;12.39;12.39;4.47;4.47;19.28;19.28;19.6;22.8;33.76;22.8;16.48;27.02;16.48;26.03;33.95;26.03;2.31;391.96;0;91.68;14.71;19.54;25.82;0;26.08;5.47;0;0;900000;2270000;0.18873
CRKN;CARRICK DEF;31/05/2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.186603
ERL;Empire Resources Limited;31/10/2013;0.01;0.03;0.03;93.33;0;11230000;0;0;0;0;0;0;0;0;0;0;0.49;0;0;32.84;32.84;0;0;0;0;0;0;248.6;0;412.91;163.19;412.91;0;248.6;0;4.1;228.81;0;0;75523.84;120043;107590.7;0;68.91;16.29;0;0;160113;315122;0.185141
AKK;Austin Exploration Limited;31/01/2010;0.01;0;0.01;0;0.48;8400000;0;0;0;0;0;0;0;0;0.01;0;6.42;0;0;0;0;0;0;0;0;5.1;48.97;41.11;48.97;43.94;38.16;43.94;49.21;41.17;49.21;1.03;989.22;0;35.03;278.9;952.12;990.22;0;15.05;77.1;0;0;196990;4040000;0.1906
RAF;Raffles Capital Limited;30/09/2014;0.03;0.4;0;0;0;10600000;0;0;0;0;0;0;0;0;0.02;0.01;25.64;0;0;0;0;0;0;0;0;39.43;167.89;5.62;46.1;156.46;5.29;45.2;167.89;6.33;67.97;0;0.58;0;0;0;0;0;0;0;0;0;0;0;0;0.184133
FTE;Forte Energy NL;31/07/2018;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.02;0;0.55;3.33;4.09;3.33;4.9;3.69;4.54;3.69;5.43;2247.1;18.6;11.25;14;18.01;10.87;13.41;19.26;11.39;14.55;0;1414.22;0;0;8515.09;10750.71;10944;0;10.56;26.52;0;0;0;686185;0.177301
TMI;Traprock Mining Ltd;31/07/2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.179578
IDCDA;Indochine Mining Limited;31/01/2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.47;0.08;0.02;0;0;0;0;0;0;0;0;129.22;297.51;49.56;297.51;227.55;45.11;227.55;297.51;49.56;297.51;0;1.91;0;0;10475.78;10550.22;10631.3;0;16.11;0;0;0;0;0;0.18487
TPC;TPC Consolidated Ltd;30/09/2015;0.25;1.73;0.78;0;8.23;19440000;0;0;0;0;0;0;0;0;0.21;0.11;1.14;0;0;11.03;11.03;0;0;78.5;78.5;0;93.35;61.7;93.35;17.64;14.76;17.64;97.22;89.55;97.22;1.63;2.37;0;16.06;6.45;6.77;5.33;0;4.55;6.24;0;0;0;5550;0.18343
LMLN;LINCOLN DEF;31/12/2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18042
BGR;Bronson Group Ltd;30/09/2010;0.01;0;0;0;0;1500000;0;0;0;0;0;0;0;0;0.01;0;0.59;60.29;9.31;115.52;121.89;0;0;0;0;1.47;0;65.85;0;49.08;37.51;101;0;0;0;2.29;199.97;0;20.13;5.73;12.15;22.88;0;6.22;14.45;0;0;0;0;0.19395
SHD;Sherwin Iron Ltd;30/11/2019;0.01;0.03;0;0;0.24;5050000;0;0;0;0;0;0;0;0;0.11;0;0.13;0;0;0.87;6.45;0;0;0.9;7.51;1029.18;2.74;6.12;2.18;2.53;5.72;2.14;2.74;6.19;2.18;0;156.39;0;0;37235.97;40716.83;40978.05;0;52.45;44.4;0;0;0;0;0.178214
ELR;Elsmore Resources Ltd;30/09/2016;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04;0;0;66.72;86.91;0;0;0;0;5.07;231.21;0;262.37;53.35;0;53.29;0;0;903.26;0;16.98;0;0;14651.54;16509.21;21488.16;0;0;0;0;0;0;0;0.184351
SCG;Scentre Group;31/08/2011;0.52;4.4;4.66;5.15;1.35;23430000000;8.43;0.11;0.11;0.21;0.21;0.21;4.7;1096.9;3.32;0.03;0.2;29.61;31.76;38.62;37.95;53.46;57.05;69.72;68.18;0;9.6;0;9.59;8.78;0;8.63;15.98;0;16.02;0;5110.3;0;62.03;58.86;67.32;100.2;0;0;0;0;0;13890000;10250000;0.193415
CKA;Cokal Ltd;31/07/2011;0.08;0.02;0.03;63.64;0.3;10080000;0;0;0;0;0;0;0;0;0.05;0;0.05;0;0;39.48;39.48;0;0;69.04;69.04;15.09;81.93;23.73;81.93;60.6;21.26;60.6;86.29;24.43;86.29;0.84;406.57;0;0;583.39;6746.72;7249.32;0;6.21;41.02;0;0;95000;1210000;0.194277
SLR;Silver Lake Resources Limited.;31/01/2013;0.01;0.69;0.55;229.55;1.95;345040000;80.68;0;0;0;0;0;0;0;0.37;0.08;1.68;0.84;0.84;2.39;2.39;1.13;1.13;3.24;3.24;2.49;2.06;40.55;2.06;1.73;33.62;1.73;2.39;47.55;2.39;0.44;458.21;0;8.16;25.57;4.04;2.11;22.51;18.41;0;35.7;0;2390000;5530000;0.191027
RKN;Reckon Limited;31/10/2016;0.11;1.66;1.56;15.9;5.38;188070000;15.64;0.02;0.02;0.07;0.05;0.05;3.05;10.01;0.3;0.01;0.89;45.06;45.03;45.06;45.58;147.65;154.62;147.65;156.5;9.99;13.32;24.66;17.67;10.3;18.82;14.03;34.63;38.6;45.56;0.45;84.2;0;77.64;32.34;15.84;11.02;2.42;3.1;9.55;1.03;10.07;71784;96687;0.186451
WTF;Wotif.com Holdings Limited;31/03/2017;0.2;0;2.85;29.89;6.73;0;0;0;0;0.1;0;0.1;0;45.52;0.45;0.43;0.8;0.05;0.05;0.05;0.05;0.11;0.11;0.11;0.11;791.72;42.82;54.23;42.82;17.62;20.71;17.62;44.11;56.13;44.11;1.1;44.68;0;0;48.02;43.38;28.85;0.16;4.3;20.39;0.44;16.79;0;580590;0.185516
AJC;ACACIACOAL FPO;31/07/2015;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4820000;999776;0.1893
UBP;UBS IQASIA ETF UNITS;30/09/2011;0;19.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0.197896
FLRN;FRANKLAND DEF;30/11/2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.187548
RPF;Redcape Property Trust;31/10/2017;0.5;0.03;0.03;89.8;0.08;4060000;0;0;0;0;0;0;0;0;0.32;0.03;0.04;0;0;82.28;98.55;0;0;1191.56;11021.65;0.74;24.07;0;5.73;10.39;0;2.79;171.51;0;34.87;1.32;44.34;0;0;79.55;21;94.96;0;0;0;0;0;0;0;0.188654
RDH;RedHill Education Ltd;31/05/2010;0.01;0.99;0.86;23.75;2.36;29990000;91.5;0;0;0;0;0;0;0;0.42;0.16;1;0.12;0.12;0.41;0.41;0.24;0.24;0.84;0.84;26.25;2.39;4.37;2.39;1.33;2.47;1.33;2.64;4.99;2.64;1.78;16.33;0;86.15;5.49;0.74;1.17;0;15.1;0;0;0;0;3857;0.202883
OBJ;OBJ Limited;30/06/2016;0;0.07;0.08;19.35;18;129610000;0;0;0;0;0;0;0;0;0;0;13.22;0;0;2.68;2.68;0;0;2.89;2.89;177.04;65.61;54.86;65.61;59.41;48.98;59.41;65.61;54.86;65.61;0.77;1538.88;0;0;227.34;232.35;233.66;0;11.33;42.52;0;0;324348;743548;0.192501
AMO;Ambertech Limited;30/04/2016;0.01;0.16;0.14;28;0.45;4930000;20.65;0;0;0;0;0;0;0;0.35;0.03;1.66;0;0;14.54;14.54;0;0;32.6;32.6;1.27;2.16;13.47;2.16;0.94;6.83;0.94;2.22;13.99;2.22;0.39;2.81;0;29.89;2.5;0.43;0.43;13.47;3.9;0.6;13.47;16.7;0;263;0.193391
TXN;Armadillo Petroleum Ltd;31/10/2014;0;0;0.46;6.45;1.81;0;0;0;0;0;0;0;0;0;0.32;0.06;9.94;0;0;0;0;0;0;0;0;0;0.92;3.32;3.59;0.89;3.01;3.3;0.94;3.37;3.62;2.32;204.7;0;27.22;40.62;4.48;3.58;0;0;0;0;0;0;111289;0.197314
WLE;Wam Leaders Ltd;31/08/2019;0;1.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325160;331570;0.188567
AYX;Austofix Group Limited;31/05/2012;0.08;0.28;0.29;0;0.96;4740000;0;0;0;0;0;0;0;0;0.3;0.01;2.19;26.75;9.06;35.94;31.24;55.45;16.7;74.49;57.57;6.74;19.72;0;9.2;13.93;0;7.67;26.26;0;15.02;0;16.13;0;39.88;82.93;101.87;78.62;0;0;0;0;0;0;0;0.202296
IFM;Infomedia Limited;30/11/2010;0.03;0.69;0.68;4.14;4.88;214470000;20.8;0.01;0.01;0.03;0.03;0.03;3.81;11.14;0.14;0.05;2.33;0;0;0;0;0;0;0;0;8.27;20.62;23.75;20.62;17.37;20.38;17.37;23.46;27.16;23.46;0.71;301.62;0;0;32.87;21.09;15.16;0.56;6.84;1.88;0.02;5.07;113994;315310;0.206082
RVR;Red River Resources Limited;31/12/2015;0.01;0.23;0.17;175;4.17;110360000;0;0;0;0;0;0;0;0;0.05;0.01;1.45;0;0;0;0;0;0;0;0;15.3;7.89;22.91;7.89;7.18;20.71;7.18;14.84;41.07;14.84;2.9;404.89;0;0;924.8;924.8;777.79;0;4.04;6.87;0;0;7580000;1590000;0.196797
HPI;Hotel Property Investments Ltd;31/12/2010;0.41;2.75;2.81;10.98;1.2;401790000;6.68;0.09;0.1;0.18;0.19;0.18;6.96;25.42;2.28;0.02;0.68;41;41;41;41;73.77;73.77;73.77;73.77;0;10.56;0;10.56;10.28;0;10.28;18.93;0;18.93;0;143.65;0;85.68;77.13;147.07;125.49;0;0;0;0;0;326127;356547;0.206613
SHEN;STONEHENGE DEF;31/03/2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199857
EXG;Excelsior Gold Limited;31/08/2010;0.04;0.03;0.05;72.94;0;20030000;0;0;0;0;0;0;0;0;0.03;0;0.37;0;0;19.48;19.48;0;0;0;0;1.11;594.94;45.25;594.94;132.87;37.18;132.87;0;58.21;0;1.12;584.4;0;0;78.41;53.95;112.95;0;116.37;0;0;0;1040000;185305;0.207743
BCC;Buccaneer Energy Limited.;31/10/2016;0.02;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0.02;0.02;1.2;37.28;37.28;59.44;59.44;180.59;180.59;287.89;287.89;2.68;39.27;48.96;39.27;22.64;31.21;22.64;92.74;76.22;92.74;0.55;1893.24;0;0;63.78;98.15;98.15;0;34.3;0;0;0;0;0;0.197648
